episode,moe_totalWaitingTime,moe_queueLength,moe_avgSpeed,cum_reward
1,795872.0,80.97508068716776,2.1323426846352174,-114705.39335702945
2,805646.0,86.15600040228342,2.1573909127754702,-124031.32041528588
3,856442.0,99.42371673602305,2.0497106042960804,-135252.85788960324
4,978305.0,73.65281575594435,2.2125974114973075,-150122.22546044958
5,1403542.0,74.03899503379307,2.0536980005877474,-244011.6370688859
6,3000808.0,80.01864083206688,2.090900481957216,-442026.57862857817
1,806803.0,88.41242086515275,2.046808926621981,-124982.37384845497
2,739506.0,79.69213524668064,2.2504925797180135,-117024.22058238919
3,751537.0,86.14032601031668,2.1819532888029247,-123230.34709717798
4,1052078.0,110.05760233382,1.9711734134927235,-162950.52128120844
5,1199725.0,77.90841730720561,2.104575758823984,-197563.5749040308
6,4007291.0,91.46344174054188,1.9336681109349056,-600405.89421649
7,2169268.0,72.20388045299214,2.108485922604506,-288430.43181521865
8,1713692.0,67.43344049289037,2.1723981344901695,-236342.87288390024
9,3132674.0,88.71326562059465,2.016265825162469,-346282.83701620274
10,1751237.0,56.03902195540716,2.0447235540451194,-257376.82973271623
11,1426999.0,58.66237783737409,2.2315050936621037,-207471.495741812
12,1452883.0,56.26576335242239,2.287434279607322,-208512.96780296005
13,1706734.0,61.287032267981495,2.193131243551176,-222391.33655846273
14,1297395.0,54.121530074570394,2.30154270039447,-179184.86015347674
15,1566139.0,63.74338481594072,2.2575077979103284,-203129.0260814495
16,1270924.0,56.63757463945022,2.203771919457689,-170710.1035021949
17,1465663.0,64.83451910402114,2.215204013563191,-212583.93087072845
18,1048141.0,64.52358159194114,2.3962479759644943,-131913.11789886525
19,1335363.0,55.18636101413484,2.291245249859972,-171796.73279241548
20,1025257.0,73.01122425486378,2.343880668870042,-127818.35646754294
21,816553.0,58.23356661136773,2.353616380500452,-113133.17136331885
22,862420.0,59.96734677946015,2.3282205908313203,-117303.21180584769
23,1112260.0,55.30557308909589,2.3939703675222535,-163097.77727801332
24,1077354.0,66.78438441998499,2.1718827585033145,-144073.72106617468
25,1148445.0,60.069852996346114,2.3872818251329777,-141753.39666371842
26,973394.0,61.24653176457394,2.2185969985557734,-145503.18458146762
27,1297457.0,60.91747668382843,2.0901746841546154,-202234.1711452289
28,1420600.0,63.95826888186543,2.1274750134602067,-191811.37359145118
29,988095.0,55.96595943493403,2.3023456535471345,-132893.23825618345
30,1748210.0,71.97409774127037,2.1495322942559376,-222557.79875616575
31,1034971.0,61.40758175675837,2.2085349219798736,-163629.98228518607
32,1057504.0,58.76556763203878,2.214105999561376,-163261.05733233027
33,1128596.0,60.58891762664937,2.275550478565108,-169462.52772081047
34,1664112.0,66.91800143828983,2.124986641781211,-227467.3826696194
35,1613806.0,54.5982228799375,2.194213103763432,-228273.31860568034
36,1371405.0,52.56322534875997,2.267216293463284,-201026.8525285777
37,1110041.0,56.00649431982742,2.232437177752613,-167705.42236499334
38,1170390.0,52.00359592764965,2.2329530599373477,-176448.39390540787
39,981588.0,53.200269126275195,2.368434793355325,-141806.3271282454
40,1057926.0,54.09735663026331,2.3164222275301083,-150705.38835613904
41,1099378.0,57.36709652239913,2.335222092482528,-158989.84617008697
42,1107294.0,51.27275951308325,2.3243749776924134,-142633.99146735828
43,895309.0,51.88346243364922,2.2396254674355265,-131121.90271428198
44,877461.0,54.40211324248815,2.2540374207341634,-130114.6348331008
45,1115942.0,51.33129316106262,2.30534415835195,-161962.2123059771
46,985065.0,59.00554638036846,2.230077782982654,-141810.67674373274
47,1097637.0,51.861154737896264,2.228376412048572,-158078.47149156823
48,1045962.0,55.518839874343435,2.3583260883823547,-144370.33577841124
49,1077989.0,79.60726674145145,2.201279125686291,-179006.56484016072
50,1061806.0,65.33999113046808,2.171700222726495,-152649.7409450518
51,1114433.0,60.0226694649488,2.2757509788581487,-147052.79782868727
52,869922.0,54.76478547450917,2.182366329607715,-136150.0634960942
53,1044168.0,71.53138367053361,2.1729853624996953,-147809.642481071
54,1044558.0,59.78277149361511,2.3463091495701818,-155675.32442816466
55,1176592.0,57.48357092079071,2.2197496776781365,-165063.766614796
56,1464441.0,65.6258669353266,2.2267883102368087,-198343.79803217557
57,1370147.0,57.98926648123691,2.2514584194612715,-175866.99965276592
58,1826868.0,68.20088845756247,2.238632634142231,-214750.57311015244
59,1060494.0,58.865922194252846,2.2301131197909694,-150170.55156282513
60,1085871.0,53.77002652173918,2.306582854259675,-151788.46346562283
61,980336.0,50.47195511947234,2.2702170337177776,-138696.7761418739
62,1065069.0,54.195984017401926,2.3782242068716304,-147288.1189576543
63,1176912.0,56.580072903968436,2.299764808729583,-160233.4419431107
64,1124156.0,53.75140797378081,2.2458591774038013,-164937.40308086982
65,1073242.0,57.36524382993398,2.2223565315790412,-161622.01226547646
66,1112152.0,58.04186728001513,2.310754978280699,-158147.18990283314
67,1335287.0,55.76338903155377,2.154302173274362,-194102.3947992005
68,1393837.0,56.484315977707325,2.238145653004933,-188869.37678202274
69,926715.0,60.95689494659854,2.3246949142643856,-149152.94213170043
70,971447.0,56.35324032183622,2.1654898448578397,-149734.9463721439
71,883813.0,53.013615843548564,2.3297589529832137,-129262.10694905302
72,932185.0,50.83660564763359,2.22437507168602,-132471.09797062038
73,804339.0,49.42935094279823,2.344936824432759,-123074.25592532057
74,1043636.0,54.004252790125825,2.3441664703201917,-155142.92457773632
75,870457.0,49.60304944038779,2.3006704850742863,-132335.97973940693
76,903075.0,49.240579847813635,2.302907461566478,-138561.39073172724
77,1190280.0,52.32806848784129,2.2770476376636615,-182148.60855441244
78,977612.0,49.02172937806156,2.3182162265902866,-131268.18096294024
79,1030242.0,52.106225452468536,2.338038929803288,-156325.90896395707
80,1154612.0,53.7874108287971,2.279721065417146,-157968.91276759873
81,860220.0,52.033288294164024,2.364458012259149,-124988.73139196403
82,843015.0,54.97357200117879,2.382218361255315,-121636.16067884438
83,1137562.0,53.654963575650214,2.223930718799533,-165870.7445060128
84,921213.0,53.56419012920509,2.2659076610441393,-134638.64442451464
85,964056.0,50.37287515322986,2.2923514106475387,-143566.4202059164
86,868010.0,61.55700355471315,2.165590739122178,-131027.64051003636
87,1080750.0,66.05745412590122,2.192309052790195,-146092.7309173404
88,848931.0,51.33968808468736,2.3108025321947445,-127282.47550266338
89,872727.0,53.641619520404994,2.2713303781665832,-135022.3085955247
90,928709.0,51.33957497765028,2.3437214198246665,-129632.38981043825
91,944234.0,50.958157517826756,2.3915894839121723,-130542.41994333557
92,840203.0,53.343349530453224,2.2658384706725916,-132011.6408396717
93,1056982.0,50.887588620716826,2.263322848920069,-155259.75616386053
94,933280.0,52.13272488629118,2.2444714802350587,-132067.47412367424
95,1151496.0,50.950569330876284,2.255555008600677,-154662.8715256186
96,1213312.0,53.53350392949284,2.2036528164525855,-167821.46895317937
97,962782.0,47.07949276944922,2.31520861203698,-130487.50047856737
98,1030493.0,48.899781778258905,2.254694417156719,-143114.136129989
99,971961.0,53.74664027736693,2.213857290497405,-138502.03202248187
100,1191189.0,55.953824573058355,2.197623785624017,-180621.240289443
101,945630.0,47.46495208297489,2.306872984530389,-131605.2596847461
102,1163916.0,54.07426900221408,2.235509798810946,-157387.84620047905
103,897453.0,48.470870618156496,2.3208522800941487,-124738.30164744517
104,1082011.0,48.91909420725921,2.245227463014528,-156049.2917870466
105,1125981.0,53.1199623055459,2.281454576036409,-153790.39732824932
106,1408459.0,65.8499518521434,2.1265755438732237,-181164.32706855214
107,944660.0,51.10415030555391,2.2681405234295795,-128509.10516200768
108,1030484.0,54.143290021573456,2.258463631785033,-135394.95224252457
109,899889.0,46.50311218396712,2.2553607096076123,-126671.10242755053
110,849036.0,49.573725669092106,2.296195087646285,-123765.1466202264
111,895860.0,50.987247999405,2.2548520840751975,-137673.648263128
112,1228547.0,56.2170207414079,2.253757218661577,-172026.6186532236
113,774746.0,61.77722002654588,2.149076270692695,-114903.21866486134
114,937416.0,57.079173996336515,2.2269628606548633,-143392.15234021744
115,660689.0,54.62042704164601,2.338625538554076,-100102.3472757874
116,841413.0,57.791438179396145,2.244743480626955,-124092.73439021656
117,752899.0,54.68724985581938,2.275385071902451,-121211.5591718551
118,884532.0,63.85010649204106,2.2991712659719883,-143520.5567709371
119,946741.0,49.55497168724735,2.297820637035999,-136712.29829503907
120,946985.0,50.78458148710648,2.1630681884242478,-137876.14990240478
121,828539.0,49.60559612243326,2.2926379851192378,-114772.24143347937
122,842321.0,55.44007208887672,2.2828663228356474,-123626.84287399829
123,1161835.0,50.95497239483382,2.2163195069819266,-173285.11615416937
124,1149436.0,53.75260812689872,2.368186199797097,-166767.39318609276
125,1059142.0,52.6066114143953,2.3224150266189048,-149596.58278699752
126,899274.0,46.4096927245781,2.2780804281857003,-127744.33511911202
127,986762.0,49.25081774556748,2.1881056970655774,-138590.17426046118
128,1105310.0,50.65038261621542,2.278614594058225,-145386.42195476845
129,946220.0,50.447348256333264,2.2018588963610553,-143518.59540014784
130,1043420.0,50.71015948720022,2.22304604766653,-148111.41147028413
131,877517.0,54.88652913258568,2.26673814406043,-120221.88381815053
132,1012708.0,64.14995282812268,2.253760011725625,-129787.72416318578
133,1144333.0,60.3226859234108,2.16170962473041,-150146.98376709106
134,1010364.0,62.863548943997635,2.0756426531156356,-124382.35352783586
135,1022105.0,55.768832928250006,2.1501385493136533,-137213.46698536817
136,1063669.0,52.78099933031948,2.227192047161834,-156998.20480027146
137,1156692.0,58.59224424060362,2.2274746935299796,-154280.39344947337
138,1115468.0,65.708529664563,2.250504467927423,-140749.50697063838
139,965326.0,54.75649582228105,2.2718748211757993,-127369.48260623662
140,1142114.0,71.04146363416868,2.1580636616985056,-149335.79310443756
141,1217871.0,60.540061229372256,2.322799093897956,-165081.19621557332
142,1002133.0,52.2475261396784,2.2043628756120452,-143776.34523594606
143,1002729.0,54.78493347350152,2.380720465516713,-148863.7446371694
144,962023.0,51.16344116690033,2.3017593707577326,-133655.6670438031
145,966470.0,55.22361690005329,2.3449995932030108,-132630.85807187296
146,889354.0,49.63476795779354,2.165015438634678,-133841.94654467903
147,1034827.0,53.83208919148279,2.288083945445325,-149822.35557249817
148,1070672.0,53.31791007107762,2.3317799781038913,-135676.01413512332
149,1006487.0,50.54866020684406,2.205749333754802,-147302.7187046812
150,777158.0,56.916238837099314,2.179421416224149,-126960.41595216213
151,918365.0,49.72622129931583,2.2884115090103045,-139121.64929497748
152,828157.0,48.23882602772254,2.288631436103432,-119350.1798824254
153,1133665.0,59.432433779844146,2.1271627927078276,-170601.53355578182
154,862429.0,50.51148385188719,2.3084571892634926,-122166.37672458988
155,780610.0,49.03439062237316,2.225350794960097,-118753.98470672936
156,1080926.0,54.60013697715275,2.2478077442775652,-158948.27077561017
157,707705.0,49.88117985469875,2.3157478130250775,-104875.24076326813
158,927359.0,51.913366404508004,2.2810925258659682,-126665.58787510374
159,903800.0,67.53082213618022,2.203188254691937,-147889.7462734446
160,933902.0,53.02993633610492,2.2537914766730007,-131728.81258540743
161,740092.0,51.0976495727662,2.254387652163788,-121395.02080906696
162,961971.0,52.037405178947786,2.303294958250345,-147993.28349626716
163,807183.0,54.202022823361375,2.3173288245522823,-112052.03178914699
164,888205.0,53.256212054149316,2.34256720754119,-140215.39063722882
165,981210.0,50.004795049491364,2.2358112430005477,-138399.54866242004
166,718135.0,82.39415931944292,2.1691064550008465,-110117.38141426716
167,707263.0,60.586931504661685,2.282053921927409,-103499.01608994356
168,837929.0,68.08000072683726,2.2341136399658788,-111615.531176408
169,1006859.0,54.09466665504644,2.3290125009293345,-134610.14030029828
170,1337527.0,59.02765069562643,2.2556325405253905,-172003.8328537044
171,823009.0,59.24441483020979,2.2666982354714236,-110162.54712087585
172,920595.0,52.92756106128736,2.187032032063384,-138138.30010889153
173,980641.0,54.47325945442156,2.226970672525107,-139807.95905572549
174,813064.0,54.320450204787306,2.322367310047344,-114318.52859559355
175,1105067.0,54.742636693107315,2.293490326040558,-152427.39808000665
176,971853.0,56.88403814497044,2.25998271928582,-130211.2298512506
177,852519.0,51.970581276985804,2.116478996836928,-109057.38355475402
178,836558.0,50.14326557490534,2.2196405029601625,-123395.3621454679
179,773912.0,57.28696550460181,2.3300287530335235,-109860.8153284888
180,860077.0,54.32599904251204,2.1597065046238755,-133073.1333475132
181,807064.0,52.415103293658674,2.248810688311557,-116404.88694130392
182,955532.0,50.072670503282396,2.21977937388795,-133533.96809996892
183,1088343.0,52.110980296907165,2.2937555437309594,-164834.19783430616
184,714037.0,51.93878019112247,2.286234512414068,-106153.99280018969
185,780405.0,54.23407253970424,2.2691127578378616,-116800.98826960629
186,1033388.0,52.42070847507062,2.2420019107723768,-150820.764058976
187,811019.0,48.96582502057968,2.2804951398529854,-119897.12907643801
188,868739.0,58.95118415326121,2.206149746145148,-131800.69094282613
189,801128.0,53.36514115607969,2.333157784932241,-121511.37836186744
190,676690.0,52.71305995035398,2.241766931628232,-103141.24668555424
191,972460.0,48.43703430294167,2.123268707803731,-143178.21564101244
192,1106059.0,56.31643409213529,2.273401617565731,-162665.90023934553
193,913848.0,52.080379689906806,2.09089749886406,-129304.06225763449
194,921417.0,58.561083122148084,2.266101386858422,-129241.0596457591
195,694797.0,54.42334232452886,2.30179544818081,-106896.67094270738
196,903396.0,56.79735841402177,2.1695309001976772,-135330.96125612003
197,931637.0,57.184886433923175,2.235901895720714,-134192.1130889228
198,1277610.0,75.17466435988298,2.1050171627882004,-171733.87138374447
199,942969.0,58.26660382396855,2.174577722192286,-136954.55780200762
200,942313.0,54.10976227694759,2.1393745373398008,-150098.65130083342
201,798265.0,58.33805696417239,2.242749122536115,-128325.50307015507
202,957302.0,54.40912704043458,2.2152953236220227,-144416.43064200887
203,871318.0,58.516365419259465,2.4041498474028873,-130542.46134688045
204,1064611.0,50.8922787980602,2.1957973183871897,-161014.41172137015
205,826851.0,53.62173853088995,2.265291236424758,-118117.28288476361
206,804802.0,52.91560356461613,2.2551689498333665,-115852.25931310488
207,791330.0,52.41122487315988,2.2643199133306418,-110623.49372261968
208,680469.0,51.59663661300636,2.3962510572904145,-104770.72105698602
209,930498.0,54.6267616218951,2.2556019665017892,-138786.3362719683
210,873708.0,57.66203434195941,2.317861314885155,-134067.60802002688
211,830463.0,54.631360428855764,2.3013234835303518,-121097.97215146822
212,807816.0,51.12881902279449,2.2736390322060265,-124522.48503240081
213,1195053.0,55.71949450630528,2.197667512482512,-157420.73052935814
214,1077694.0,57.90399623995951,2.294718748525032,-142728.17075223196
215,829681.0,56.097193544798074,2.1780348792694912,-119455.88789711338
216,1368063.0,55.34703747783041,2.110876763220794,-203507.4335025331
217,1075883.0,49.200910879479444,2.249979110119564,-152647.03576079453
218,1045655.0,48.90788154834736,2.345158863616178,-149400.8240220716
219,896555.0,55.13829059066479,2.2854065374177224,-131741.03523832996
220,946619.0,52.34118946776257,2.294001671335695,-132909.89126617805
221,989511.0,53.09678127683852,2.29464178267788,-150247.1108518967
222,838242.0,53.553023020031645,2.431644503273838,-119238.53820405772
223,796219.0,58.82366283574245,2.2806332946413668,-116818.63141707335
224,965144.0,56.445677345203855,2.2680867582762243,-131220.4291376569
225,874327.0,49.35071687913297,2.1453340243204955,-129995.59717414701
226,955863.0,50.60689307220873,2.2264224394369156,-140271.50438264656
227,908017.0,66.14333645826542,2.238134765435381,-143461.35447122244
228,803283.0,55.241273223190554,2.2548890070988046,-122350.37431039517
229,980380.0,65.34080167475615,2.1799391198327527,-154652.23671412692
230,1121779.0,48.939708133240806,2.1766648317468578,-157117.0431268546
231,898947.0,53.060714344983104,2.178266804361867,-132628.116329912
232,969097.0,53.63180699308868,2.1544866949866184,-140004.9438175794
233,911391.0,50.04451924377388,2.215835649860318,-144247.83061062565
234,976357.0,55.37448909182195,2.302012561224954,-142274.43458166247
235,658525.0,47.253252683546165,2.3228187054966307,-99473.64594599162
236,679271.0,52.78069599159024,2.24451804151551,-101410.70384840155
237,1005584.0,50.987756093866054,2.174869486912795,-143052.93825444378
238,902933.0,54.916294249108724,2.396791933011329,-124999.39220847188
239,754910.0,51.92445895287209,2.3147315107651876,-111724.81591337349
240,865271.0,52.79734844198261,2.1423841446376612,-136970.78025631042
241,766617.0,55.010479686405084,2.309666970631346,-115305.18706878426
242,745891.0,55.564185120559344,2.1497458915697063,-118611.75616440432
243,964471.0,54.05154137889058,2.110008731614723,-139909.35707757357
244,980819.0,56.18754609611263,2.194994419116355,-137171.86804657525
245,794939.0,61.71659089931403,2.3742903211397213,-112199.53315045229
246,1050833.0,50.90456128080624,2.202971622278942,-148862.78770597634
247,1030390.0,53.47991548471924,2.281002999092139,-139693.75353556208
248,713259.0,53.46808474795097,2.320500133259406,-100734.49665243611
249,1020681.0,61.10644374851405,2.2122364696661596,-129418.73363167673
250,1070915.0,58.47326498773649,2.1387108124493928,-158023.79750731649
251,804800.0,51.027422548656475,2.251952487037062,-118526.51373486652
252,803195.0,56.51883749162314,2.4092066427203322,-115135.13621461003
253,828791.0,52.71892065629659,2.233639575875676,-120264.4310384211
254,738460.0,57.32764869506336,2.246976600935585,-115393.48517858017
255,734802.0,50.78945884782778,2.2696545150662626,-108858.14381849536
256,711830.0,62.73858693472621,2.3499203014430003,-108272.09782350193
257,769767.0,54.404369109838285,2.245283559923544,-115733.11702702146
258,1140202.0,64.72555231617748,2.049002183179559,-175570.24943974233
259,736762.0,51.43061193380832,2.30152116621242,-113873.5086144088
260,1043027.0,55.20558785361278,2.0546092119099453,-153068.3954477372
261,1145125.0,57.96544371932903,2.228947643527894,-173160.94979679925
262,968186.0,50.82091814517408,2.206727256504227,-137291.61020196602
263,939840.0,51.69055140942566,2.3536103275127735,-125629.57533458293
264,842097.0,56.14749934084024,2.2513420512026836,-117351.55847351518
265,1007647.0,51.86505560395117,2.268366770981815,-148027.24936372833
266,806888.0,58.98690751217765,2.179963725786195,-120394.0754927218
267,802287.0,50.64882330500321,2.243503061602487,-110192.73949813479
268,787389.0,54.37722259103569,2.295003704791347,-112028.16685408533
269,950629.0,54.822087800234286,2.217140698104051,-143375.61444467472
270,951446.0,54.023434225683545,2.133450579739899,-141061.36218625293
271,1112884.0,54.32141807363881,2.2736150584519246,-157463.7154941769
272,948341.0,58.51665993336234,2.2753467544063444,-133582.3083426138
273,941185.0,50.748017941952085,2.150495086782715,-148125.4491129275
274,1063706.0,48.55849725970819,2.1670159781371807,-147425.16659971484
275,965923.0,55.81676499900052,2.2044908239338183,-132342.3730952197
276,861904.0,52.22995751564969,2.1504123158454234,-124973.50619212993
277,940259.0,48.82522347612166,2.2672971703072804,-130656.07301844003
278,1005216.0,52.88762493591827,2.2580974306603507,-141125.24509567334
279,733433.0,50.12146654855873,2.2798744839713905,-100228.09510317608
280,799648.0,57.86640760444765,2.3161915438132934,-120819.9136310713
281,705950.0,48.394866597171706,2.241672178388056,-103938.66709927244
282,806592.0,61.0391062444651,2.244334934423669,-116637.12753326262
283,900659.0,53.3155338491748,2.2051760897528347,-126807.97771483041
284,662805.0,58.43369124665745,2.2963610490044517,-97614.60602300588
285,616536.0,55.36174474066985,2.241121323821873,-93911.88482285183
286,965329.0,50.39366727796565,2.233947987629766,-140653.82642582542
287,804816.0,49.884386750277095,2.304772322025542,-118014.61101429784
288,749492.0,56.778112818044576,2.303086607976924,-116062.25734844142
289,893692.0,59.39016266984457,2.1569950702717966,-131569.69514960644
290,926862.0,55.30839995152318,2.2134416208122567,-121871.18078799167
291,941835.0,63.01918621984459,2.0667782827311485,-123568.32277805533
292,1036878.0,51.145892008464344,2.198514727495828,-141741.39429490257
293,783345.0,51.32149361271136,2.2651282892780187,-108537.77742113576
294,1487544.0,63.159057794127726,2.1558682232429964,-202480.63428242874
295,1027343.0,66.49806466763347,2.0998854982038377,-129515.90492929317
296,925275.0,50.28748503318601,2.1837176557319524,-130442.31215679877
297,910926.0,51.47770736997431,2.2905972815481537,-123649.16703356401
298,854827.0,51.35295820227221,2.1309394695975263,-117077.84506586657
299,1060349.0,55.45706918736218,2.2234653224064846,-139964.60885785456
300,1702026.0,59.09376872702582,2.0630066805181078,-240054.69014195245
301,885656.0,55.91836671170419,2.1668210089531863,-126197.44832891047
302,1238814.0,61.15801737312418,2.1291177677504356,-184703.29489970126
303,855293.0,57.246304790262634,2.1655376428852917,-132817.91698187313
304,930555.0,46.07501441119613,2.239803665570537,-143450.97583761916
305,799099.0,56.96540031266457,2.321297505822554,-122561.09332236482
306,862918.0,58.70994493202447,2.2239022183845476,-124284.420016279
307,757739.0,51.760163106238195,2.2023242286516176,-122045.66180363485
308,749941.0,57.664343531888164,2.23216809735978,-120354.91915448602
309,807546.0,53.445277453749995,2.211233331569203,-123246.93210066007
310,795745.0,51.39235054656609,2.159437360387523,-110904.45548503357
311,871316.0,55.40197743273382,2.1697838643559884,-126703.69237894061
312,812188.0,55.886724959351525,2.2964600674785918,-127501.8338614661
313,826329.0,53.55186692031721,2.231896492854246,-122077.88700820571
314,867205.0,56.510513272091565,2.234941821904301,-135174.41708451477
315,835989.0,64.9042185416692,2.2382811487964465,-140057.53218462208
316,733475.0,52.34248325570562,2.2040910995528677,-110950.46429654538
317,1080829.0,54.004435906793184,2.0993034975787586,-148771.8565244712
318,664652.0,60.66832165601199,2.4305128594920613,-102748.10517613502
319,815214.0,58.247746590357856,2.3746973024323683,-120606.62351725598
320,983005.0,52.55262420755851,2.2005519573067724,-150758.08761832395
321,812100.0,62.5140811386905,2.0499105272428055,-130032.66870409228
322,1035050.0,50.45260769199776,2.157046977620706,-147305.38981380002
323,1294106.0,55.82997467805231,2.140789664730862,-175357.3856015634
324,1559853.0,61.9084686918296,2.1160341423717073,-228210.12468869812
325,990201.0,73.18333503739531,2.319004759809772,-160031.79116937693
326,844755.0,49.89727460077314,2.294732712534381,-122514.54384366375
327,978946.0,52.00107222894113,2.12447984261805,-151771.39540369844
328,1349246.0,58.657584279159664,2.149022469878141,-209396.7366304662
329,943625.0,52.9236528822518,2.088186730772326,-144644.88598007074
330,766986.0,51.743650934680964,2.2118626111117856,-119241.82478126102
331,1177056.0,52.57346264660118,2.1942972390713065,-183217.41636582674
332,804576.0,51.258253141187375,2.243436526508674,-116487.77248083414
333,803885.0,53.98884568740172,2.272708727484599,-118579.48943739026
334,865550.0,54.83904557601874,2.2593749974254873,-129120.57955064383
335,814431.0,55.32490869237892,2.135180884908136,-138303.92722275603
336,685756.0,55.61487453539455,2.298903488339917,-111183.29634610409
337,1108392.0,64.83324859216759,2.107351700492523,-179631.46337139385
338,778911.0,54.99488825899863,2.1540332431230813,-119517.76524577661
339,890979.0,50.07674152202552,2.126387734400954,-128312.01748052226
340,1138226.0,57.55061842740559,2.1281281780261745,-178876.9822717666
341,1178413.0,51.7921132952746,2.054188362241087,-177866.31249198818
342,1055753.0,50.732370268023296,2.222790197705848,-147566.50378266833
343,1003765.0,51.72368309696591,2.1312386124054377,-139561.73047690428
344,932420.0,50.09390544893651,2.2192089972313975,-135751.83359016248
345,1217032.0,63.31468062573912,2.0086752291282224,-178932.00332327248
346,780736.0,50.91627689631641,2.2475485495462566,-112441.26929252788
347,783381.0,53.85485088526437,2.282863579112155,-108107.83844005366
348,832440.0,58.22142404833082,2.269746877461115,-124084.8967575067
349,1177875.0,63.7926753080139,2.0723474684368846,-172438.7055217286
350,1088275.0,55.744283740236156,2.0941071453279756,-149336.4155531351
351,979293.0,52.90704893767086,2.2574527773747315,-135366.91123637732
352,1020030.0,56.103902376506234,2.3320615365132644,-131843.87392837487
353,734459.0,52.96767417984586,2.1202928800432703,-113344.70222071148
354,943943.0,63.41472583635963,2.060234904205279,-147277.71844265744
355,934506.0,54.288028424248004,2.1358426489117233,-145859.4863840125
356,906900.0,48.033028802861985,2.1647288744821744,-130793.95835590015
357,842402.0,51.91056728900379,2.2588959252318603,-119669.90943085217
358,879585.0,54.559080393805566,2.223921630749129,-132076.06896252497
359,953800.0,57.11504457664913,2.1353659619411767,-150710.83383324445
360,857035.0,51.80259144300756,2.3003689085504733,-124261.00943138298
361,849870.0,56.33310807202666,2.2368334670758414,-127787.2948637434
362,855385.0,53.47397151207016,1.9861629990861203,-131266.39860921868
363,1033707.0,56.8353739329472,2.194932213114348,-158225.94705424158
364,794103.0,56.677606687884676,2.203125112109628,-114011.68012923114
365,1356460.0,66.35485840573226,1.9792211245890612,-189970.86387366513
366,848667.0,50.698243092348974,2.1498607856786456,-120804.11233847514
367,1023122.0,68.33918356321698,2.1134492687284085,-141219.48216532668
368,921451.0,51.997272605420726,2.267533107684643,-138193.89370909406
369,975572.0,56.67392313773728,2.204300833170278,-160057.71260402448
370,748179.0,52.92283394348062,2.229848304134971,-120583.46501479576
371,923886.0,59.80082018760915,2.2829685337858425,-137874.40172392337
372,1226483.0,68.47315222320837,2.076339306219278,-166118.51366021825
373,894946.0,54.46442276625653,2.169633706538226,-120655.82985697222
374,1081452.0,60.737740460912825,2.1442248123476633,-135272.76057438654
375,1036478.0,59.4716514718195,2.2641823115061217,-136023.10082521665
376,812837.0,58.0351383454175,2.082553648870512,-125540.40272292227
377,946419.0,54.67633926901035,2.1903576745203113,-137836.38465559963
378,714486.0,56.518244023903904,2.154270485040672,-104297.39701117334
379,1190550.0,55.341059731242474,2.1549174459911686,-183954.5899405674
